description,image_url
"Benih Bunga Matahari HELINA IPBisi kemasan 50 butirkemasan alumunium foiltanaman tegak, tinggi tanaman 124-175 cm tergolong sedang, ukuran diameter bunga utama/head flower sedang 13-15 cm,  tipe percabangan adalah banyak cabang dengan 1 bunga utama (head), jumlah bunga utama 1, jumlah bunga di cabang 21-33, bentuk permukaan bunga utama pada saat tua concave, warna mahkota bunga majemuk kuning",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/26/de1fbe5f-65d6-4897-a957-d7c36c764156.jpg?ect=4g
"--------------------------------------------------Benih Cabai Unik RED PETER PEPPER, Isi kemasan 1 pack = 25 benih,KEMASAN PABRIK--------------------------------------------------Cabai unik ini termasuk dalam spesies Capscium annuum L. Cabai ini paling banyak ditanam di Texas Timur dan Louisiana, meskipun ditanam juga di Meksiko. Cabai ini pertama kali dipopulerkan di Amerika Serikat oleh Frank X. Tolbert di kolom Dallas Morning News. Ia telah dipelajari oleh pakar hortikultura di University of Texas di Austin dan Louisiana State University. Bentuk buahnya unik dan lucu, menyerupai alat kelamin pria, sehingga sering disebut jabai jorok. Buah muda berwarna hijau, kemudian berubah menjadi coklat dan terakhir menjadi merah. Tanaman ini mampu beradaptasi di dataran rendah hingga tinggi, namun demikian sebaiknya ditanam dalam pot, tidak di lahan. ",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/2/6/7be40ade-a46a-417f-a75d-99dd8a15cfe2.png?ect=4g
"benih bawang merah lokanantaisi kemasan : 500 bijikemasan asli cap panah merahNomor SK Kementan: 059/Kpts/SR.120/D.2.7/6/2017Rekomendasi Dataran: RendahKetahanan Penyakit*: Layu Fusarium (med), AntUmur Panen (HST)*: 65-70Bobot per Buah (g)*: 9-12 grPotensi Hasil (ton/ha)*: 19-26 *Ketahanan penyakit, umur panen, bobot dan potensi hasil tergantung pada lingkungan dan perlakuan budidayanya.",https://images.tokopedia.net/img/cache/500-square/product-1/2019/11/30/9324521/9324521_f029d0dc-2bd7-4388-b20b-98cf8ce575ab_1280_1280?ect=4g
"-------------------------------Benih Terong Ungu Cantika IPB.Isi kemasan 1 pack = 350 benih,KEMASAN PABRIK-------------------------------Warna buah ungu.Panjang buah rata-rata 20 cm.Bobot buah 150-200 g.Jumlah buah 20-30 buah per tanaman.Diameter buah 6 cm.",https://images.tokopedia.net/img/cache/500-square/product-1/2019/4/5/9324521/9324521_819ac33b-7c97-4447-8c64-bc3131dd1c84_856_1280.jpeg?ect=4g
"----------------------------------------------------------------------Benih Labu Madu/Butternut Squash BULDOG F1, isi kemasan 1 pack = 1 gram (15 biji)kemasan asli Bintang Asia.SK Menteri Pertanian No. 091/Kpts/SR.120/D.2.7/7/2015.-----------------------------------------------------------------------Labu madu, kulik kuning kecoklatan saat masak. Daging buah berwarna oranye, manis & pulen. Bobot 0.8-1.3 kg/buah. Panjang 25-30 cm. Umur panen 80-85 hst. Cocok di dataran rendah - tinggi.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/2/4/ab3e96c0-2fd4-4353-92bb-2f4286c65a67.png?ect=4g
"Benih Paria Hibrida DUTA F1isi kemasan : 15 bijiKEMASAN PABRIKkode varietas PA 1108Tanda Daftar Var . No 068/Kpts/SR.120/D.2.7/6/2015-------------------------------------------------------------------------------Tipe pertumbuhan merambatCocok untuk dataran rendahTanaman vigor dan sangat produktifBentuk buah silindrisWarna buah hijau gelapPermukaan buah bergerigiRasa buah sedikit pahitDaging buah tebalPanjang buah 25-27 cm, diameter 7-8 cmPanen umur 42 HSTBobot per buah 250-300 gPotensi hasil 25-30 ton/ha",https://images.tokopedia.net/img/cache/500-square/product-1/2019/12/5/9324521/9324521_f0f2fe89-05a9-414d-bda0-4c65906f074f_1280_1280?ect=4g
"-----------------------------------Benih Cabai Hias IPB Ungara.SK Kapus PVTPP No. 159/PVHP/2010.Isi kemasan 1 pack = 25 benih.Bagus untuk ditanam di pot sebagai hiasan meja maupun di lahan pekarangan. Buah berwarna ungu tua. Selain indah dipandang juga dapat dikonsumsi.-----------------------------------Tanaman: tinggi tanaman 42.52 cm, lebar kanopi 46.15 cm, habitus tanaman intermediate. Batang: warna batang muda ungu, warna batang dewasa ungu, warna buku ungu, bentuk batang silinder, bulu pada batang halus, tinggi dikotomus 15.32 cm, diameter batang 7.9 mm. Daun: bentuk daun ovate, warna daun bagian atas ungu, warna daun bagian bawah ungu, tepi daun rata, bentuk ujung daun meruncing, bentuk pangkal daun meruncing, permukaan daun bagian atas halus (tidak berbulu), permukaan daun bagian bawah halus (tidak berbulu), panjang daun 6.49 cm, lebar daun 2.73 cm. Bunga: posisi bunga tegak, jumlah bunga 1 bunga/axil, warna anter ungu, warna tangkai sari, bentuk tepi kelopak dentate, warna mahkota bunga ungu, warna semburat mahkota tidak ada, bentuk mahkota rotate, umur berbunga 35 HST. Buah: bentuk buah membulat, warna buah muda ungu, warna buah intermediate ungu kehijauan, warna buah matang merah, bentuk pangkal buah obtuse, tipe buah small hot, permukaan buah licin, lekukakan di pangkal buah tidak ada, warna tangkai buah ungu, bentuk ujung buah pointed, struktur ujung buah tidak ada, umur panen 85 HST, diameter buah 15.9 mm, panjang buah 3.6 cm, bobot buah 3.55 g, bobot buah per tanaman 130.65 g. Biji: warna biji kuning jerami, bentuk biji pipih, berat 1000 biji 6.59 7.03 g. Sifat-Sifat Khusus: rasa buah pedas (1651.26 ppm), cocok digunakan sebagai tanaman hias.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/20/2cfc5ad1-fa09-4d5e-aa00-90b16e2d7548.png?ect=4g
Benih Cabai Besar Hibrida REISA IPB F1isi kemasan 150 butirkemasan pabrikUmur panen : 70 HSTPanjang buah : 12 - 13 cmDiameter buah : 19 - 20 mmBobot per buah : 12 - 16 gBobot buah pertanaman : 976 – 1.052 gProduktivitas : 16 - 22 ton/ha,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/1/27/cb4196c1-69cf-4b97-a62e-b155ba6c41d9.jpg?ect=4g
"Label Penelitian Tanamanbahan plastikIsi : 30 pcspanjang : 3,5cmlebar : 2,5 cm",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/12/28/bb00d4da-27e8-4ae6-bb61-bf7066ea73f7.jpg?ect=4g
"--------------------------------------------------------Benih Cabai Unik PURPLE CANDLE LIGHT, Isi kemasan 1 pack = 25 benih,KEMASAN PABRIK---------------------------------------------------------Cabai unik ini termasuk dalam spesies Capscium annuum L. Warna buahnya ungu menarik dan buahnya menggerombol. Daunnya juga berwarna ungu.",https://images.tokopedia.net/img/cache/500-square/product-1/2020/10/1/9324521/9324521_bcfddbe7-e600-44b7-a216-1e6198ad2ef5_1280_1280?ect=4g
"-----------------------------------Benih Cabai Hias IPB Seroja.SK Kapus PVTPP No. 63/PVHP/2012.Isi kemasan 1 pack = 25 benihBagus untuk ditanam di pot sebagai hiasan meja maupun di lahan pekarangan. Buah terdiri dari empat warna. Selain indah dipandang juga dapat dikonsumsi.-----------------------------------Tanaman: tinggi tanaman 20-30 cm, lebar kanopi 20-25 cm, habitus tanaman intermediate. Batang: ada pemdekan ruas, warna batang muda hijau, warna batang dewasa hijau tua, warna buku ungu, bentuk batang silinder, tinggi dikotomus 5-10 cm, diameter batang 5-7 mm. Daun: bentuk daun ovate, warna daun bagian atas hijau, warna daun bagian bawah hijau, tepi daun rata, bentuk ujung daun meruncing, bentuk pangkal daun meruncing, permukaan daun bagian atas halus (tidak berbulu), permukaan daun bagian bawah halus (tidak berbulu), panjang daun 6.5-10 cm, lebar daun 3-4 cm. Bunga: posisi bunga tegak, jumlah bunga 1 bunga/axil, warna anter ungu, bentuk tepi kelopak dentate, warna mahkota bunga putih, warna semburat mahkota tidak ada, bentuk mahkota rotate, umur mulai berbunga 15-20 HST. Buah: bentuk buah membulat, warna buah muda putih kekuningan, warna buah intermediate putih semburat ungu, warna buah matang merah, bentuk pangkal buah obtuse, tipe buah small hot, permukaan buah licin, lekukakan di pangkal buah tidak ada, warna tangkai buah hijau, bentuk ujung buah pointed, struktur ujung buah tidak ada, umur mulai panen 65-70 HST, diameter buah 12-15 mm, panjang buah 3-4 cm, bobot buah 2-3.5 g, bobot buah per tanaman 130-200 g. Biji: warna biji kuning jerami, bentuk biji pipih, berat 1000 biji 6.59 7.03 g. Sifat-Sifat Khusus: ada beberapa warna buah dalam satu tanaman, ada pemendekan ruas, cocok digunakan sebagai tanaman hias.Anda berminat? Beli untuk memesan barang.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/12/6/e49dcb46-51c8-468d-ab09-07d222f8723c.jpg?ect=4g
"-------------------------------------------Fungisida Dithane M-45 80WP.Isi kemasan = 50 g. Kemasan aluminium foil, repacking. Bahan aktif: mankozeb 80% berbentuk bubuk/tepung.-------------------------------------------Dithane M-45 merupakan fungisida kontak berbentuk tepung yang biasa digunakan untuk mengendalikan penyakit yang berasal dari cendawan berspektrum luas pada tanaman hortikultura, pangan, dan perkebunan.  Fungisida ini bersifat biodegradable dan tidak terakumulasi dalam jumlah besar pada lingkungan.Bahan aktifnya adalah mankozeb 80%, yang merupakan sub kelas dari pestisida karbamat yang disebut ditiokarbamat. Cara kerjanya adalah membentuk lapisan tipis pada permukaan tanaman dan secara perlahan mengeluarkan senyawa tertentu yang mengganggu aktivitas cendawan. Dithane M-45 mencegah pembentukan spora cendawan sehingga tidak dapat menyebar.Beberapa penyakit yang dapat dikendalikan adalah rebah kecambah, busuk daun, bercak daun, busuk buah, cacar daun, gugur daun, bercak ungu, mopog, karat daun, dan busuk batang.Cara aplikasinya adalah larutkan dithane M-45 ke dalam air dengan konsentrasi 1-3 g/L. Semprotkan pada seluruh bagian tanaman. Untuk pencegahan, semprotkan larutan tersebut setiap minggu. Jika serangan sudah mulai berat, semprotkan 2 kali seminggu.",https://images.tokopedia.net/img/cache/500-square/product-1/2018/4/4/9324521/9324521_418da531-77e5-4f33-b7f9-574e3391806c_1740_2455.jpg?ect=4g
"Deskripsi Produk-----------------------------------Pupuk/Nutrisi AB Mix Sayuran Buah untuk pekatan 500mlharga tertera untuk 1 set (A dan B)-----------------------------------Sangat bagus untuk budi daya secara hidroponik, budi daya dalam pot dan pembibitan.Untuk tanaman:- cabai- paprika- tomat- mentimun- terong- Sayuran buah lainyaKeunggulan:- Mengandung unsur hara makro (N, P, K, Ca, Mg dan S) dan unsur hara mikro(Fe, Mn, Bo, Zn, Cu dan Mo) yang lengkap sesuai kebutuhan tanaman.- Mudah diserap tanaman.- Mudah memenuhi kebutuhan nutrisi bagi tanaman- Bahan-bahan 100% larut dalam air- Tidak menyumbat sistem irigasi tetes.Pembuatan larutan stok:-	Stok A: Masukkan semua bahan nutrisi A dalam wadah berskala, tuangkan air hingga skala 0.5 L.-	Stok B: Masukkan semua bahan nutrisi B dalam wadah berskala, tuangkan air hingga skala 0.5 L.Pemakaian:- Ambil 5 ml larutan stok A dan 5 ml stok B, tambahkan menjadi 1 L air.- Untuk tanaman dalam pot: siramkan sebanyak 250 ml/tanaman, dua kali seminggu.- Untuk pembibitan: siramkan ke pembibitan setiap minggu.- Untuk hidroponik: langsung digunakan untuk hidroponik.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/1/12/f1c13fe7-5e31-4fd8-9e89-545b1fa8d9b9.jpg?ect=4g
Pupuk Organik BioHara Plus isi 100mlHasil Uji Laboratorium Departemen Ilmu Tanah dan Sumber Daya Lahan Fakultas Pertanian IPB & Balai Penelitian Tanah Bogorsangat berguna untuk :meningkatkan pertumbuhan dan produktivitas hasilmemperbaiki struktur dan menyuburkan tanahmeningkatkan aktivitas mikro organisme tanahmeningkatkan ketahanan terhadap serangan hama dan penyakitmemiliki daya simpan air yg tinggiramah pingkunganaturan pemakaian :anakan/persemaian 1 tutup botol (10ml) untuk 2 liter airtanaman padi 7-10 tutup botol untuk tangki sprayer(15 liter air)tanaman sayuran 7-10 tutup botol untuk tangki sprayer(15 liter air),https://images.tokopedia.net/img/cache/500-square/product-1/2019/7/30/9324521/9324521_a5f6b2cf-1865-43ce-911f-0748f967f46e_1160_1160?ect=4g
"Kacang Panjang Hijau TAMPI IPBIsi Kemasan 100 butirWarna polong hijau dengan ujung polong ungukemerahan, warna biji krem belang hitam, produktivitas polong tinggi ( 5.57-5.80 ton/ha) dan protein tinggi (21.03-21.58%), polong dipanen muda untuk dikonsumsi dan ukuran tanaman pendek (perdu)",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/6/28/1b2597bf-1fc7-40a0-870b-2c6fa64dfa08.jpg?ect=4g
benih cabai unik bishop crownisi kemasan : 25 benihKEMASAN PABRIK,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/2/6/adc7de56-421b-4445-8a78-349e820025d4.png?ect=4g
"------------------------------------------------------------------------Benih Terong Lalab Ungu SRITI, isi kemasan 1 pack = 4 gram lebih kurang 500 benih,kemasan asli Bintang Asia.SK Menteri Pertanian No. 4718/Kpts/SR.120/D.2.7/11/2011------------------------------------------------------------------------Buah ungu mengkilap, bentuk bulat. Bobot buah 50-60 g. Rasa agak manis dan renyah, tekstur daging empuk sehingga enak dimakan mentah/lalab. Umur panen 45-60 hst dan produktivitas 3-4 kg/tanaman. Cocok di dataran rendah-tinggi.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/5/24/2cd17828-f6f9-4a9b-adc6-abc685cf2657.jpg?ect=4g
"-------------------------------------------------------Benih Cabai Unik ORANGE CHUPETINHO, Isi kemasan 1 pack = 25 benih,KEMASAN PBRIK-------------------------------------------------------Cabai ORANGE CHUPETINHO mempunyai bentuk buah unik. Buahnya berwarna oranye terang dengan bagian ujung buah meruncing. Berbuah lebat dan warna menarik menjadi keunggulan dari cabai jenis ini.Orange Chupetinho merupakan spesies Capsicum chinese, berasal dari Brazil. Ia juga diberi nama Chupetinho Alaranjado, Chupetinho, Biquinho Alaranjado, dan Biquinho. Rasanya sangat pedas dan habaneronya sangat terasa.",https://images.tokopedia.net/img/cache/500-square/product-1/2019/10/17/9324521/9324521_19bde261-96ae-4250-a931-b4d4719cb078_1280_1280?ect=4g
"----------------------------------------------------------------------Benih Mentimun Hijau Tipe Jepang RONALDO F1, isi kemasan 1 pack = 2,5 gram lebih kurang 100 bijikemasan asli Bintang Asia.SK Menteri Pertanian No. 045/Kpts/SR.120/D.2.7/5/2015----------------------------------------------------------------------Tipe Jepang, buah hijau gelap, berduri, tidak berongga, tidak pahit. Ukuran buah 27 x 5 cm. Umur panen 30 hst. Potensi hasil 5 kg/tanaman. Cocok di dataran rendah-menengah.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/6/7/f4077a81-44fe-4530-b064-eac718169a25.png?ect=4g
-----------------------------------------------------------------Paket 6 Varietas Cabai Hias IPB berisi:1. Lembayung IPB: 10 benih2. Viola IPB: 10 benih3. Violeta IPB: 10 benih4. Triwarsana IPB: 10 benih5. Syakira IPB: 10 benih6. Ungara IPB: 10 benih.Masing-masing varietas dikemas dalam plastik klip dan dibungkus dalam aluminium foil.Harga Rp 25.000--------------------------------------------------------------------,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/11/24/b3fd371d-002c-4161-887e-9ea210e9402c.jpg?ect=4g
"-----------------------------------------------------------------------Benih Melon Hibrida EKSIS F1, isi kemasan 1 pack = 0,5 gram (18 benih),kemasan asli Bintang Asia.SK Menteri Pertanian No. 033/Kpts/SR.120/D.2.7/4/2016----------------------------------------------------------------------Buah oval tanpa net, kulit kuning/golden, bobot buah 1.3-2 kg. Bisa 2 buah/tanaman. Daging te-bal, putih, manis hingga 16-17 brix. Panen 58-63 hst. Cocok untuk dataran rendah menengah.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/2/4/ccd9dba5-df76-41a7-9010-2e29c3993ce3.png?ect=4g
"600ppmPupuk/Nutrisi AB Mix PLATINUM sayuran Daun untuk 100 L.Sangat bagus untuk budidaya secara hidroponik, budidaya dalam pot dan pembibitan. Untuk tanaman : kangkung, bayam,seledri, caisim, pakcoy, Sayuran daun lainya.Keunggulan : Mengandung unsur hara makro (N, P, K, Ca, Mg dan S) dan unsur hara mikro, (Fe, Mn,Zn, Cu, B,Na dan Mo) yang lengkap sesuai kebutuhan tanaman, mudah diserap tanaman, mudah memenuhi kebutuhan nutrisi bagi tanaman, bahan-bahan 100% larut dalam air, tidak menyumbat sistem irigasi tetes.Cara pembuatan larutan stok :	 Stok A masukkan semua bahan nutrisi A dalam wadah tuangkan air hingga skala 0,5 L.Stok B masukkan semua bahan nutrisi B dalam wadah tuangkan air hingga skala 0,5 L.Pemakaian : Ambil 5 ml larutan stok A dan 5 ml stok B, tambahkan menjadi 1 L air. Untuk tanaman dalam pot : siramkan sebanyak 250 ml/tanaman dua kali seminggu. Untuk pembibitan : siramkan ke pembibitan setiap minggu. Untuk hidroponik : langsung digunakan untuk hidroponik.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/5/20/d5702e37-d044-4283-a1b5-eced0379d74f.jpg?ect=4g
"BENIH LABU AIR MANISAKEMASAN ASLI BINTANG ASIAISI 4 gram  lebih kurang 24 biji---------------------------------------------Buah hijau seperti pentungan, ukuran 70 x 15 cm, panen 60 hst. Potensi hasil 50 ton/ha, cocok di dataran rendah - tinggi",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/2/4/de71109a-1818-4dc2-996c-d6afa77f0b15.png?ect=4g
benih Selada Hijau KARINAisi kemasan 2000 bijikemasan asli cap panah merah,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/3/3c3bba03-0587-4365-9e69-5b98e69b3dd0.png?ect=4g
"Benih Cabai Hias VIOLA IPBisi kemasan : 25 butirkemasan pabrikjenis cabai hias ini sama dengan cabai rawit biasa, selain enak dipandang juga bisa dikonsumsi dan rasanya pedas",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/20/8861b41c-dfac-4240-83b5-ab64b58ea065.png?ect=4g
"benih cabai hias triwarsana IPBisi kemasan 25 bijikemasan pabrikjenis cabai hias ini sama dengan cabai rawit biasa, selain enak dipandang juga bisa dikonsumsi dan rasanya pedas",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/20/abb0eba0-fb3d-492c-80c9-49ae004fc2d3.png?ect=4g
"-------------------------------------------------------------------------
Pupuk Slow Release Daun DEKASTAR 17-11-10 Plus.
Isi kemasan = 100 g, dalam bentuk butiran. 
Kandungan: 17% N, 11% P2O5, 10% K2O, 2% MgO 
dan hara mikro lainnya yaitu B, Cu, Mn, Mo, dan Zn.
Sekali pupuk: 270 hari.
-------------------------------------------------------------------------

Dekastar Plus  merupakan pupuk majemuk yang penyediaannya terkendali (slow release) yang sangat baik untuk merangsang pertumbuhan tanaman pangan, perkebunan, sayuran, buah-buahan dan hias; pada fase bibit maupun dewasa.

Keunggulan Dekastar Plus adalah:
	Pelepasan unsur hara pupuk ini dilakukan dengan perlahan sehingga mengurangi resiko kehilangan unsur hara akibat penyiraman maupun penguapan 
	Hara selalu tersedia dalam segala keadaan sekalipun kemasaman pH tanah rendah
	Aplikasinya mudah
	Menghemat biaya dan tenaga kerja.

Cara pemakaian: taburkan dan timbun pupuk Dekastar Plus di sekeliling tanaman dengan dosis sesuai ukuran tanaman. Bisa bertahan selama 270 hari sekali aplikasi.",https://images.tokopedia.net/img/cache/500-square/product-1/2017/2/13/9324521/9324521_68acf6f5-841d-4787-afe1-58740bd85155_2048_0.jpg?ect=4g
"----------------------------------------------------------------------Capk PAK TANI (RUSIA)NPK MUTIARA BIRU 16-16-16, isi 500 gram .REPACKING Isi kemasan = 500 g. dikemas dengan alumunium foil seperti gambar ke 2Berbentuk butiran biru.Kandungan: 16% N, 16% P, 16% K, 0.5% Mg, dan 6% Ca----------------------------------------------------------------------Pupuk NPK Mutiara 16-16-16 mengandung 16% N (Nitrogen), 16% P2O5 (fosfat), 16% K2O (Kalium), 0.5% MgO (Magnesium), dan 6% CaO (Kalsium). Karena kandungan tersebut pupuk ini juga dikenal dengan istilah pupuk NPK 16-16-16. Keunggulan pupuk ini diantaranya adalah:1.	Mengandung unsur hara NPK sekaligus hara mikro CaO dan MgO yang sangat dibutuhkan tanaman.2.	Dibuat menggunakan proses Odda sehingga bersifat mobile dan cepat bereaksi pada tanaman.3.	Menjaga keseimbangan unsur hara makro dan mikro pada tanah.4.	Pengapliaksiannya cukup mudah, bisa dikocor maupun ditabur, sehingga biaya pemupukan relatif lebih kecil.5.	Bersifat higroskopis (mudah larut) sehingga mudah diserap akar tanaman.6.	Bisa diaplikasikan untuk semua jenis tanaman, baik tanaman pangan, holtikultura maupun tanaman perkebunan.Manfaat Pupuk NPK Mutiara 16-16-16 bagi tanaman:1.	Unsur N, P dan K yang tinggi dan seimbang sangat berperan penting bagi pertumbuhan dan perkembangan tanaman secara keseluruhan baik vegetatif maupun generatif.2.	Memacu perkembangan dan pertumbuhan akar, batang, tunas dan daun.3.	Memacu pembungaan dan pembuahan.4.	Meningkatkan kandungan protein, pembentukan karbohidrat dan pati.5.	Membuat batang tanaman lebih kuat dan kokoh.6.	Berperan dalam pembentukan zat hijau daun (klorofil) sehingga daun lebih hijau dan segar.7.	Memacu pertumbuhan anakan pada tanaman padi.8.	Unsur K yang tinggi berperan dalam meningkatkan kualitas hasil panen dan meningkatkan daya tahan tanaman terhadap serangan penyakit.Cara aplikasi:1.	Pupuk NPK Mutiara 16-16-16 dapat digunakan untuk",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/4/12/f2d18b1c-15da-4fa0-9c2e-4c8c5712146e.png?ect=4g
"------------------------------------Benih Cabai Rawit Bonita IPB. Isi 1 pack = 10 gram /lebih kurang 2000 benih.Cabai rawit ini adalah cabai rawit putih, termasuk dalam spesies Capscium frutescens.Dapat beradaptasi di datan rendah hingga tinggi. Panjang buah rata-rata 4 cm, diameter buah rata-rata 1.5 cm. Potensi produktivitas 0.75 kg/tanaman.------------------------------------Tanaman: tinggi tanaman 94.30-109.4 cm, ukuran tanaman tergolong tinggi. Batang: bentuk batang bulat, diameter batang 9.67-12.06 cm, warna batang hijau Daun: bentuk daun Deltoid, panjang daun 12.7-14.7cm, lebar daun 7.2-8.9 cm, warna daun hijau tua. Bunga: bentuk bunga terompet, warna kelopak bunga hijau tua, Warna mahkota bunga hijau kekuningan, warna kepala putik kuning, warna benang sari kuning kehijaun. Buah: bentuk buah mengerucut, warna buah muda kuning, warna buah intermediet orange, warna buah tua merah, diameter buah 1.18-1.65 cm, panjang buah 3.66-4.57 cm, bobot per buah 2.68-3.38 g, ketebalan kulit buah 0.6-0.95 mm, rasa sangat pedas. Biji: warna biji kuning jerami, bentuk biji bulat pipih, berat 100 biji 0.44 g. Sifat-Sifat Khusus: terdapat bulu di tulang daun pada bagian belakang permukaan daun, ukuran cabai rawit besar, rasa sangat pedas. Hasil per tanaman tinggi.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/5/9/cdc01d13-a668-4031-a118-f793041a1ef0.jpg?ect=4g
"----------------------------------barang di kirim seperti gambar ke 2FURADAN 3G, isi 150 g.Isi kemasan = 150 g. KEMASAN ALUMUNIUM FOIL REPACKINGBahan aktif: Karbofuran 3%Berbentuk butiran.----------------------------------FURADAN 3G merupakan Insektisida/Nematisida sistemik, berbentuk butiran berwarna ungu untuk mengendalikan hama penggerek batang, lalat daun, perusak daun, wereng hijau, ganjur, ludi/uret, ulat gerayak, penggerek pucuk dan nematoda bintil akar serta hama penyerang akar dan bibit lainnya pada tanaman pangan, hortikultura dan perkebunan seperti padi sawah, padi gogo, kentang, tomat, kapas, cabai, tembakau, cengkeh, jeruk, lada, teh, tebu, dan lainnya.Dosis pemakaian Furadan 3G berkisar antara 5 - 10 g/m2, yang ditaburkan di sekitar perakaran tanaman atau lubang tanam; pada saat awal penanaman, diperlukan beberapa puluh butir per tanaman yang diberikan di lubang tanam; taburkan juga di persemaian untuk tanaman yang baru disemai.Petunjuk keamanan:Pada waktu menggunakan bahan ini, jangan makan, minum, atau merokok. Saat membuka wadah, memindahkan dan menaburkan, pakailah sarung tangan, topeng muka, baju berlengan panjang dan celana panjang. Tidak dibenarkan pemakaian sebelum panen. Sebelum makan, minum atau merokok dan setelah bekerja, cucilah tangan dan bagian badan lainnya yang terkena insektisida dengan sabun.",https://images.tokopedia.net/img/cache/500-square/product-1/2016/8/13/9324521/9324521_0c1fd9a5-8484-406c-98d3-543bbc4b0185.jpg?ect=4g
"------------------------------------Judul Buku: Genetika TanamanPengarang:Prof. Dr. Ir. Sobir, MSiProf. Dr. Muhamad Syukur, SP, MSiPenerbit: IPB PressTahun Terbit: 2015Deskripsi:Genetika sebagai suatu bidang ilmu dapat dibagimenjadi tiga aspek, yaitu genetika pewarisan,genetika molekuler, dan genetika populasi.Genetika pewarisan mengungkap bagaimanasuatu sifat diteruskan dari satu generasi kegenerasi berikutnya. Genetika molekulermempelajari mengenai gen dan proses-prosesseluler di mana informasi genetik diteruskandan diekspresikan. Sementara genetika populasimempelajari komposisi genetik dari suatukelompok organisme, dan perubahaannyaterkait perubahan geografis dan waktu. Ketigaaspek tersebut, khususnya yang berhubungandengan tanaman, dibahas secara lengkap danringkas dalam buku ini.Buku ini ditulis untuk membantu mahasiswasarjana dan pascasarjana serta peneliti dalammemahami dasar-dasar genetika tanaman.Buku ini juga dapat membantu mahasiswadan peneliti dalam memperluas cakrawalapenelitiannya yang dasarnya berkaitan denganbidang genetika ini. Para praktisi yang bergerakdalam bidang ini juga dapat memanfaatkanbuku ini.",https://images.tokopedia.net/img/cache/500-square/product-1/2016/5/23/9324521/9324521_79ccadaf-61e7-4bc8-8b1b-6c82cd7f3396.jpg?ect=4g
"----------------------------------------------------------------Hormon Pertumbuhan Akar ROOT UP, 100 gram.Isi kemasan = 100 gram. Kandungan: 1-Naphtalene acetamida (NAD) 0,20%, 2-metil 1-Naphthalene acetamida (m-NAD) 0,003 %, Indol 3-Butyric Acid (IBA) 0,06% dan thyram 4%.----------------------------------------------------------------Root up adalah hormon pertumbuhan akar untuk merangsang pertumbuhan akar pada perbanyakan vegetatif (cangkok, stek). Root up mengandung fungsida untuk mencegah serangan cendawan, infeksi dan berbagai penyakit di bagian yang terluka/terkena sayatan.  Kandungan lengkap Root Up adalah 1-Naphtalene acetamida (NAA) 0,20%, 2-metil 1-Naphthalene acetamida (m-NAA) 0,003 %, Indol 3-Butyric Acid (IBA) 0.06% dan thyram 4%. Senyawa-senyawa tersebut adalah sebagian merupakan zat pengatur tumbuh auksin yang berperan merangsang pertumbuhan akar. Jika digunakan dalam dosis kecil, part per million (ppm), auksin dapat berfungsi untuk merangsang perpanjangan sel, pembentukan bunga dan buah, pertumbuhan akar pada stek batang, memperpanjang titik tumbuh, serta mencegah gugurdaun dan buah.Berdasarkan hasil penelitian pemakaian IBA dan NAA lebih baik jika dibandingkan dengan pemakaian IAA karena keduanya mempunyai sifat kimia lebih stabil dan mobilitas lebih rendah dalam bagian tanaman. Hal ini menyebabkan pemakaiannya lebih berhasil jika dibandingkan dengan IAA, karena IBA dan NAA tetap berada di tempat pemberian, tidak menyebar ke bagian lain.Cara aplikasinya adalah larutkan root up secukupnya menggunakan air sehingga membentuk pasta. Cepulkan bagian tanamanyang terluka (stek) atau oleskan pasta pada bagian tanaman yang dicangkok.",https://images.tokopedia.net/img/cache/500-square/product-1/2017/3/5/9324521/9324521_e41085f2-9eb9-4def-adc7-d3b519af243b_2048_0.jpg?ect=4g
